,trial_type,trial_index,subject,frame,info_condition,rt,trial_number,overall_trial_number,stimulus,start_location_x,start_location_x,zero_location_x,zero_location_y,beg_pos_x,beg_pos_y,choice_pos_x,choice_pos_y,mouseData,choice_type,SubjectNumber
2266,mouse-tracked-give-take,52,ds_kmfdwx6,1,1,4.652,1,1,../img/stimuli/charity34.jpg,960,890,660,360,961,893,1254,889,"[{""pos_x"":""959.000"",""pos_y"":""893.000"",""time_stamp"":206},{""pos_x"":""957.000"",""pos_y"":""892.000"",""time_stamp"":214},{""pos_x"":""956.000"",""pos_y"":""892.000"",""time_stamp"":227},{""pos_x"":""949.000"",""pos_y"":""891.000"",""time_stamp"":243},{""pos_x"":""945.000"",""pos_y"":""890.000"",""time_stamp"":260},{""pos_x"":""938.000"",""pos_y"":""889.000"",""time_stamp"":276},{""pos_x"":""933.000"",""pos_y"":""889.000"",""time_stamp"":293},{""pos_x"":""927.000"",""pos_y"":""888.000"",""time_stamp"":310},{""pos_x"":""919.000"",""pos_y"":""886.000"",""time_stamp"":326},{""pos_x"":""913.000"",""pos_y"":""886.000"",""time_stamp"":343},{""pos_x"":""904.000"",""pos_y"":""885.000"",""time_stamp"":360},{""pos_x"":""898.000"",""pos_y"":""884.000"",""time_stamp"":376},{""pos_x"":""890.000"",""pos_y"":""883.000"",""time_stamp"":393},{""pos_x"":""884.000"",""pos_y"":""882.000"",""time_stamp"":410},{""pos_x"":""878.000"",""pos_y"":""881.000"",""time_stamp"":427},{""pos_x"":""869.000"",""pos_y"":""879.000"",""time_stamp"":443},{""pos_x"":""863.000"",""pos_y"":""879.000"",""time_stamp"":460},{""pos_x"":""853.000"",""pos_y"":""878.000"",""time_stamp"":476},{""pos_x"":""848.000"",""pos_y"":""876.000"",""time_stamp"":493},{""pos_x"":""844.000"",""pos_y"":""875.000"",""time_stamp"":509},{""pos_x"":""836.000"",""pos_y"":""875.000"",""time_stamp"":526},{""pos_x"":""830.000"",""pos_y"":""875.000"",""time_stamp"":542},{""pos_x"":""822.000"",""pos_y"":""875.000"",""time_stamp"":559},{""pos_x"":""818.000"",""pos_y"":""875.000"",""time_stamp"":576},{""pos_x"":""816.000"",""pos_y"":""874.000"",""time_stamp"":594},{""pos_x"":""812.000"",""pos_y"":""874.000"",""time_stamp"":609},{""pos_x"":""811.000"",""pos_y"":""874.000"",""time_stamp"":628},{""pos_x"":""811.000"",""pos_y"":""873.000"",""time_stamp"":1519},{""pos_x"":""811.000"",""pos_y"":""872.000"",""time_stamp"":1982},{""pos_x"":""811.000"",""pos_y"":""871.000"",""time_stamp"":2023},{""pos_x"":""812.000"",""pos_y"":""871.000"",""time_stamp"":2030},{""pos_x"":""813.000"",""pos_y"":""870.000"",""time_stamp"":2044},{""pos_x"":""815.000"",""pos_y"":""867.000"",""time_stamp"":2051},{""pos_x"":""818.000"",""pos_y"":""866.000"",""time_stamp"":2059},{""pos_x"":""826.000"",""pos_y"":""860.000"",""time_stamp"":2075},{""pos_x"":""845.000"",""pos_y"":""852.000"",""time_stamp"":2092},{""pos_x"":""887.000"",""pos_y"":""835.000"",""time_stamp"":2109},{""pos_x"":""930.000"",""pos_y"":""823.000"",""time_stamp"":2125},{""pos_x"":""998.000"",""pos_y"":""810.000"",""time_stamp"":2141},{""pos_x"":""1049.000"",""pos_y"":""805.000"",""time_stamp"":2158},{""pos_x"":""1094.000"",""pos_y"":""802.000"",""time_stamp"":2175},{""pos_x"":""1118.000"",""pos_y"":""801.000"",""time_stamp"":2191},{""pos_x"":""1138.000"",""pos_y"":""801.000"",""time_stamp"":2208},{""pos_x"":""1162.000"",""pos_y"":""801.000"",""time_stamp"":2225},{""pos_x"":""1173.000"",""pos_y"":""801.000"",""time_stamp"":2242},{""pos_x"":""1180.000"",""pos_y"":""801.000"",""time_stamp"":2259},{""pos_x"":""1184.000"",""pos_y"":""801.000"",""time_stamp"":2275},{""pos_x"":""1188.000"",""pos_y"":""801.000"",""time_stamp"":2292},{""pos_x"":""1192.000"",""pos_y"":""801.000"",""time_stamp"":2308},{""pos_x"":""1197.000"",""pos_y"":""802.000"",""time_stamp"":2325},{""pos_x"":""1205.000"",""pos_y"":""803.000"",""time_stamp"":2341},{""pos_x"":""1211.000"",""pos_y"":""803.000"",""time_stamp"":2359},{""pos_x"":""1218.000"",""pos_y"":""804.000"",""time_stamp"":2375},{""pos_x"":""1225.000"",""pos_y"":""806.000"",""time_stamp"":2392},{""pos_x"":""1230.000"",""pos_y"":""806.000"",""time_stamp"":2408},{""pos_x"":""1236.000"",""pos_y"":""808.000"",""time_stamp"":2425},{""pos_x"":""1242.000"",""pos_y"":""809.000"",""time_stamp"":2442},{""pos_x"":""1247.000"",""pos_y"":""809.000"",""time_stamp"":2459},{""pos_x"":""1251.000"",""pos_y"":""809.000"",""time_stamp"":2475},{""pos_x"":""1253.000"",""pos_y"":""810.000"",""time_stamp"":2492},{""pos_x"":""1257.000"",""pos_y"":""813.000"",""time_stamp"":2508},{""pos_x"":""1260.000"",""pos_y"":""816.000"",""time_stamp"":2525},{""pos_x"":""1262.000"",""pos_y"":""821.000"",""time_stamp"":2541},{""pos_x"":""1264.000"",""pos_y"":""824.000"",""time_stamp"":2558},{""pos_x"":""1265.000"",""pos_y"":""829.000"",""time_stamp"":2575},{""pos_x"":""1267.000"",""pos_y"":""836.000"",""time_stamp"":2591},{""pos_x"":""1268.000"",""pos_y"":""840.000"",""time_stamp"":2608},{""pos_x"":""1268.000"",""pos_y"":""847.000"",""time_stamp"":2625},{""pos_x"":""1268.000"",""pos_y"":""850.000"",""time_stamp"":2641},{""pos_x"":""1267.000"",""pos_y"":""853.000"",""time_stamp"":2658},{""pos_x"":""1266.000"",""pos_y"":""855.000"",""time_stamp"":2675},{""pos_x"":""1266.000"",""pos_y"":""858.000"",""time_stamp"":2692},{""pos_x"":""1266.000"",""pos_y"":""861.000"",""time_stamp"":2707},{""pos_x"":""1266.000"",""pos_y"":""862.000"",""time_stamp"":2724},{""pos_x"":""1266.000"",""pos_y"":""863.000"",""time_stamp"":2741},{""pos_x"":""1266.000"",""pos_y"":""864.000"",""time_stamp"":2879},{""pos_x"":""1265.000"",""pos_y"":""864.000"",""time_stamp"":2900},{""pos_x"":""1265.000"",""pos_y"":""865.000"",""time_stamp"":2907},{""pos_x"":""1264.000"",""pos_y"":""866.000"",""time_stamp"":2914},{""pos_x"":""1264.000"",""pos_y"":""867.000"",""time_stamp"":2924},{""pos_x"":""1259.000"",""pos_y"":""874.000"",""time_stamp"":2941},{""pos_x"":""1254.000"",""pos_y"":""879.000"",""time_stamp"":2958},{""pos_x"":""1251.000"",""pos_y"":""884.000"",""time_stamp"":2975},{""pos_x"":""1248.000"",""pos_y"":""889.000"",""time_stamp"":2991},{""pos_x"":""1247.000"",""pos_y"":""890.000"",""time_stamp"":3008},{""pos_x"":""1246.000"",""pos_y"":""892.000"",""time_stamp"":3024},{""pos_x"":""1247.000"",""pos_y"":""891.000"",""time_stamp"":3341},{""pos_x"":""1248.000"",""pos_y"":""891.000"",""time_stamp"":3389},{""pos_x"":""1248.000"",""pos_y"":""890.000"",""time_stamp"":3424},{""pos_x"":""1249.000"",""pos_y"":""890.000"",""time_stamp"":3452},{""pos_x"":""1249.000"",""pos_y"":""889.000"",""time_stamp"":3494},{""pos_x"":""1250.000"",""pos_y"":""889.000"",""time_stamp"":3548},{""pos_x"":""1250.000"",""pos_y"":""888.000"",""time_stamp"":3569},{""pos_x"":""1251.000"",""pos_y"":""888.000"",""time_stamp"":3590},{""pos_x"":""1251.000"",""pos_y"":""887.000"",""time_stamp"":3596},{""pos_x"":""1252.000"",""pos_y"":""887.000"",""time_stamp"":3610},{""pos_x"":""1253.000"",""pos_y"":""887.000"",""time_stamp"":3632},{""pos_x"":""1254.000"",""pos_y"":""887.000"",""time_stamp"":3644},{""pos_x"":""1254.000"",""pos_y"":""886.000"",""time_stamp"":3680},{""pos_x"":""1254.000"",""pos_y"":""887.000"",""time_stamp"":4053},{""pos_x"":""1254.000"",""pos_y"":""888.000"",""time_stamp"":4079},{""pos_x"":""1254.000"",""pos_y"":""889.000"",""time_stamp"":4127}]",ratings,25
2267,mouse-tracked-give-take,53,ds_kmfdwx6,1,1,8.616,2,2,../img/stimuli/charity21.jpg,960,890,660,360,963,886,960,598,"[{""pos_x"":""963.000"",""pos_y"":""884.000"",""time_stamp"":530},{""pos_x"":""963.000"",""pos_y"":""882.000"",""time_stamp"":537},{""pos_x"":""963.000"",""pos_y"":""880.000"",""time_stamp"":545},{""pos_x"":""963.000"",""pos_y"":""878.000"",""time_stamp"":556},{""pos_x"":""963.000"",""pos_y"":""873.000"",""time_stamp"":572},{""pos_x"":""963.000"",""pos_y"":""871.000"",""time_stamp"":590},{""pos_x"":""963.000"",""pos_y"":""869.000"",""time_stamp"":605},{""pos_x"":""963.000"",""pos_y"":""866.000"",""time_stamp"":622},{""pos_x"":""963.000"",""pos_y"":""865.000"",""time_stamp"":641},{""pos_x"":""964.000"",""pos_y"":""864.000"",""time_stamp"":710},{""pos_x"":""964.000"",""pos_y"":""862.000"",""time_stamp"":731},{""pos_x"":""964.000"",""pos_y"":""861.000"",""time_stamp"":744},{""pos_x"":""965.000"",""pos_y"":""860.000"",""time_stamp"":751},{""pos_x"":""965.000"",""pos_y"":""859.000"",""time_stamp"":758},{""pos_x"":""965.000"",""pos_y"":""857.000"",""time_stamp"":772},{""pos_x"":""966.000"",""pos_y"":""852.000"",""time_stamp"":789},{""pos_x"":""966.000"",""pos_y"":""849.000"",""time_stamp"":805},{""pos_x"":""966.000"",""pos_y"":""847.000"",""time_stamp"":822},{""pos_x"":""966.000"",""pos_y"":""845.000"",""time_stamp"":839},{""pos_x"":""966.000"",""pos_y"":""842.000"",""time_stamp"":856},{""pos_x"":""966.000"",""pos_y"":""841.000"",""time_stamp"":872},{""pos_x"":""966.000"",""pos_y"":""838.000"",""time_stamp"":889},{""pos_x"":""966.000"",""pos_y"":""834.000"",""time_stamp"":905},{""pos_x"":""966.000"",""pos_y"":""832.000"",""time_stamp"":922},{""pos_x"":""966.000"",""pos_y"":""826.000"",""time_stamp"":939},{""pos_x"":""966.000"",""pos_y"":""822.000"",""time_stamp"":956},{""pos_x"":""966.000"",""pos_y"":""816.000"",""time_stamp"":972},{""pos_x"":""966.000"",""pos_y"":""807.000"",""time_stamp"":988},{""pos_x"":""967.000"",""pos_y"":""799.000"",""time_stamp"":1006},{""pos_x"":""968.000"",""pos_y"":""790.000"",""time_stamp"":1022},{""pos_x"":""969.000"",""pos_y"":""787.000"",""time_stamp"":1039},{""pos_x"":""970.000"",""pos_y"":""785.000"",""time_stamp"":1055},{""pos_x"":""970.000"",""pos_y"":""784.000"",""time_stamp"":1072},{""pos_x"":""970.000"",""pos_y"":""783.000"",""time_stamp"":1738},{""pos_x"":""970.000"",""pos_y"":""781.000"",""time_stamp"":3147},{""pos_x"":""969.000"",""pos_y"":""781.000"",""time_stamp"":3154},{""pos_x"":""969.000"",""pos_y"":""780.000"",""time_stamp"":3168},{""pos_x"":""969.000"",""pos_y"":""779.000"",""time_stamp"":3188},{""pos_x"":""968.000"",""pos_y"":""779.000"",""time_stamp"":3196},{""pos_x"":""968.000"",""pos_y"":""778.000"",""time_stamp"":3204},{""pos_x"":""967.000"",""pos_y"":""777.000"",""time_stamp"":3222},{""pos_x"":""967.000"",""pos_y"":""774.000"",""time_stamp"":3237},{""pos_x"":""966.000"",""pos_y"":""773.000"",""time_stamp"":3253},{""pos_x"":""966.000"",""pos_y"":""771.000"",""time_stamp"":3270},{""pos_x"":""966.000"",""pos_y"":""769.000"",""time_stamp"":3287},{""pos_x"":""966.000"",""pos_y"":""767.000"",""time_stamp"":3303},{""pos_x"":""966.000"",""pos_y"":""765.000"",""time_stamp"":3320},{""pos_x"":""966.000"",""pos_y"":""764.000"",""time_stamp"":3337},{""pos_x"":""966.000"",""pos_y"":""762.000"",""time_stamp"":3354},{""pos_x"":""966.000"",""pos_y"":""760.000"",""time_stamp"":3370},{""pos_x"":""966.000"",""pos_y"":""759.000"",""time_stamp"":3388},{""pos_x"":""966.000"",""pos_y"":""758.000"",""time_stamp"":3409},{""pos_x"":""966.000"",""pos_y"":""757.000"",""time_stamp"":3423},{""pos_x"":""966.000"",""pos_y"":""756.000"",""time_stamp"":3436},{""pos_x"":""966.000"",""pos_y"":""753.000"",""time_stamp"":3453},{""pos_x"":""966.000"",""pos_y"":""751.000"",""time_stamp"":3471},{""pos_x"":""967.000"",""pos_y"":""747.000"",""time_stamp"":3486},{""pos_x"":""967.000"",""pos_y"":""745.000"",""time_stamp"":3503},{""pos_x"":""968.000"",""pos_y"":""742.000"",""time_stamp"":3520},{""pos_x"":""969.000"",""pos_y"":""740.000"",""time_stamp"":3536},{""pos_x"":""969.000"",""pos_y"":""739.000"",""time_stamp"":3553},{""pos_x"":""969.000"",""pos_y"":""738.000"",""time_stamp"":3570},{""pos_x"":""969.000"",""pos_y"":""737.000"",""time_stamp"":3587},{""pos_x"":""969.000"",""pos_y"":""736.000"",""time_stamp"":3629},{""pos_x"":""969.000"",""pos_y"":""735.000"",""time_stamp"":3657},{""pos_x"":""969.000"",""pos_y"":""734.000"",""time_stamp"":3698},{""pos_x"":""968.000"",""pos_y"":""732.000"",""time_stamp"":4299},{""pos_x"":""965.000"",""pos_y"":""729.000"",""time_stamp"":4306},{""pos_x"":""963.000"",""pos_y"":""726.000"",""time_stamp"":4313},{""pos_x"":""959.000"",""pos_y"":""722.000"",""time_stamp"":4320},{""pos_x"":""951.000"",""pos_y"":""717.000"",""time_stamp"":4336},{""pos_x"":""944.000"",""pos_y"":""712.000"",""time_stamp"":4352},{""pos_x"":""934.000"",""pos_y"":""706.000"",""time_stamp"":4369},{""pos_x"":""928.000"",""pos_y"":""703.000"",""time_stamp"":4386},{""pos_x"":""921.000"",""pos_y"":""700.000"",""time_stamp"":4403},{""pos_x"":""916.000"",""pos_y"":""697.000"",""time_stamp"":4419},{""pos_x"":""910.000"",""pos_y"":""696.000"",""time_stamp"":4436},{""pos_x"":""900.000"",""pos_y"":""692.000"",""time_stamp"":4453},{""pos_x"":""893.000"",""pos_y"":""691.000"",""time_stamp"":4469},{""pos_x"":""887.000"",""pos_y"":""688.000"",""time_stamp"":4486},{""pos_x"":""883.000"",""pos_y"":""686.000"",""time_stamp"":4502},{""pos_x"":""879.000"",""pos_y"":""683.000"",""time_stamp"":4519},{""pos_x"":""874.000"",""pos_y"":""680.000"",""time_stamp"":4535},{""pos_x"":""871.000"",""pos_y"":""677.000"",""time_stamp"":4552},{""pos_x"":""867.000"",""pos_y"":""675.000"",""time_stamp"":4570},{""pos_x"":""864.000"",""pos_y"":""673.000"",""time_stamp"":4586},{""pos_x"":""858.000"",""pos_y"":""671.000"",""time_stamp"":4602},{""pos_x"":""856.000"",""pos_y"":""669.000"",""time_stamp"":4620},{""pos_x"":""852.000"",""pos_y"":""667.000"",""time_stamp"":4635},{""pos_x"":""847.000"",""pos_y"":""664.000"",""time_stamp"":4652},{""pos_x"":""844.000"",""pos_y"":""662.000"",""time_stamp"":4669},{""pos_x"":""840.000"",""pos_y"":""660.000"",""time_stamp"":4686},{""pos_x"":""837.000"",""pos_y"":""658.000"",""time_stamp"":4702},{""pos_x"":""835.000"",""pos_y"":""656.000"",""time_stamp"":4719},{""pos_x"":""834.000"",""pos_y"":""654.000"",""time_stamp"":4736},{""pos_x"":""833.000"",""pos_y"":""654.000"",""time_stamp"":4753},{""pos_x"":""833.000"",""pos_y"":""653.000"",""time_stamp"":4769},{""pos_x"":""832.000"",""pos_y"":""652.000"",""time_stamp"":4786},{""pos_x"":""831.000"",""pos_y"":""651.000"",""time_stamp"":4802},{""pos_x"":""831.000"",""pos_y"":""650.000"",""time_stamp"":4819},{""pos_x"":""831.000"",""pos_y"":""649.000"",""time_stamp"":4836},{""pos_x"":""830.000"",""pos_y"":""648.000"",""time_stamp"":4853},{""pos_x"":""830.000"",""pos_y"":""647.000"",""time_stamp"":5092},{""pos_x"":""830.000"",""pos_y"":""646.000"",""time_stamp"":5106},{""pos_x"":""831.000"",""pos_y"":""646.000"",""time_stamp"":5120},{""pos_x"":""831.000"",""pos_y"":""645.000"",""time_stamp"":5141},{""pos_x"":""831.000"",""pos_y"":""644.000"",""time_stamp"":5148},{""pos_x"":""832.000"",""pos_y"":""642.000"",""time_stamp"":5161},{""pos_x"":""832.000"",""pos_y"":""641.000"",""time_stamp"":5168},{""pos_x"":""832.000"",""pos_y"":""640.000"",""time_stamp"":5185},{""pos_x"":""832.000"",""pos_y"":""638.000"",""time_stamp"":5202},{""pos_x"":""832.000"",""pos_y"":""636.000"",""time_stamp"":5219},{""pos_x"":""833.000"",""pos_y"":""635.000"",""time_stamp"":5235},{""pos_x"":""833.000"",""pos_y"":""634.000"",""time_stamp"":5265},{""pos_x"":""834.000"",""pos_y"":""634.000"",""time_stamp"":5278},{""pos_x"":""836.000"",""pos_y"":""634.000"",""time_stamp"":5286},{""pos_x"":""840.000"",""pos_y"":""634.000"",""time_stamp"":5301},{""pos_x"":""848.000"",""pos_y"":""634.000"",""time_stamp"":5318},{""pos_x"":""867.000"",""pos_y"":""635.000"",""time_stamp"":5335},{""pos_x"":""883.000"",""pos_y"":""636.000"",""time_stamp"":5352},{""pos_x"":""909.000"",""pos_y"":""638.000"",""time_stamp"":5369},{""pos_x"":""925.000"",""pos_y"":""640.000"",""time_stamp"":5386},{""pos_x"":""936.000"",""pos_y"":""641.000"",""time_stamp"":5402},{""pos_x"":""946.000"",""pos_y"":""643.000"",""time_stamp"":5419},{""pos_x"":""950.000"",""pos_y"":""643.000"",""time_stamp"":5435},{""pos_x"":""952.000"",""pos_y"":""643.000"",""time_stamp"":5452},{""pos_x"":""953.000"",""pos_y"":""643.000"",""time_stamp"":5469},{""pos_x"":""953.000"",""pos_y"":""642.000"",""time_stamp"":5513},{""pos_x"":""953.000"",""pos_y"":""641.000"",""time_stamp"":5610},{""pos_x"":""954.000"",""pos_y"":""641.000"",""time_stamp"":5624},{""pos_x"":""954.000"",""pos_y"":""640.000"",""time_stamp"":5631},{""pos_x"":""955.000"",""pos_y"":""638.000"",""time_stamp"":5644},{""pos_x"":""955.000"",""pos_y"":""637.000"",""time_stamp"":5652},{""pos_x"":""955.000"",""pos_y"":""633.000"",""time_stamp"":5669},{""pos_x"":""956.000"",""pos_y"":""628.000"",""time_stamp"":5685},{""pos_x"":""956.000"",""pos_y"":""620.000"",""time_stamp"":5701},{""pos_x"":""956.000"",""pos_y"":""616.000"",""time_stamp"":5718},{""pos_x"":""956.000"",""pos_y"":""612.000"",""time_stamp"":5735},{""pos_x"":""956.000"",""pos_y"":""610.000"",""time_stamp"":5751},{""pos_x"":""956.000"",""pos_y"":""609.000"",""time_stamp"":5768},{""pos_x"":""956.000"",""pos_y"":""608.000"",""time_stamp"":5796},{""pos_x"":""956.000"",""pos_y"":""607.000"",""time_stamp"":5837},{""pos_x"":""955.000"",""pos_y"":""607.000"",""time_stamp"":5844},{""pos_x"":""955.000"",""pos_y"":""606.000"",""time_stamp"":5858},{""pos_x"":""955.000"",""pos_y"":""605.000"",""time_stamp"":5879},{""pos_x"":""955.000"",""pos_y"":""604.000"",""time_stamp"":5906},{""pos_x"":""955.000"",""pos_y"":""603.000"",""time_stamp"":5913},{""pos_x"":""955.000"",""pos_y"":""602.000"",""time_stamp"":5934},{""pos_x"":""955.000"",""pos_y"":""601.000"",""time_stamp"":6183},{""pos_x"":""956.000"",""pos_y"":""601.000"",""time_stamp"":6258},{""pos_x"":""957.000"",""pos_y"":""600.000"",""time_stamp"":6362},{""pos_x"":""958.000"",""pos_y"":""599.000"",""time_stamp"":6430},{""pos_x"":""959.000"",""pos_y"":""599.000"",""time_stamp"":6548},{""pos_x"":""960.000"",""pos_y"":""598.000"",""time_stamp"":6644}]",ratings,25
