"","X","trial_index","subject","SubjectNumber","choiceSide","choseSelfish","rt","mouseData","beg_pos_x","beg_pos_y","choice_pos_x","choice_pos_y"
"3005",7953,15,"md_7hvzty0",46,2,1,1.627,"[{""pos_x"":""0.492"",""pos_y"":""0.979"",""time_stamp"":37},{""pos_x"":""0.491"",""pos_y"":""0.979"",""time_stamp"":49},{""pos_x"":""0.490"",""pos_y"":""0.983"",""time_stamp"":66},{""pos_x"":""0.487"",""pos_y"":""0.986"",""time_stamp"":82},{""pos_x"":""0.487"",""pos_y"":""0.985"",""time_stamp"":179},{""pos_x"":""0.487"",""pos_y"":""0.985"",""time_stamp"":186},{""pos_x"":""0.488"",""pos_y"":""0.983"",""time_stamp"":194},{""pos_x"":""0.489"",""pos_y"":""0.981"",""time_stamp"":202},{""pos_x"":""0.490"",""pos_y"":""0.976"",""time_stamp"":218},{""pos_x"":""0.491"",""pos_y"":""0.972"",""time_stamp"":232},{""pos_x"":""0.493"",""pos_y"":""0.963"",""time_stamp"":249},{""pos_x"":""0.495"",""pos_y"":""0.951"",""time_stamp"":266},{""pos_x"":""0.499"",""pos_y"":""0.938"",""time_stamp"":282},{""pos_x"":""0.500"",""pos_y"":""0.932"",""time_stamp"":300},{""pos_x"":""0.505"",""pos_y"":""0.921"",""time_stamp"":316},{""pos_x"":""0.512"",""pos_y"":""0.907"",""time_stamp"":333},{""pos_x"":""0.514"",""pos_y"":""0.901"",""time_stamp"":349},{""pos_x"":""0.519"",""pos_y"":""0.890"",""time_stamp"":366},{""pos_x"":""0.530"",""pos_y"":""0.863"",""time_stamp"":382},{""pos_x"":""0.537"",""pos_y"":""0.849"",""time_stamp"":400},{""pos_x"":""0.545"",""pos_y"":""0.826"",""time_stamp"":416},{""pos_x"":""0.551"",""pos_y"":""0.808"",""time_stamp"":433},{""pos_x"":""0.552"",""pos_y"":""0.801"",""time_stamp"":450},{""pos_x"":""0.552"",""pos_y"":""0.794"",""time_stamp"":466},{""pos_x"":""0.554"",""pos_y"":""0.787"",""time_stamp"":483},{""pos_x"":""0.554"",""pos_y"":""0.782"",""time_stamp"":499},{""pos_x"":""0.554"",""pos_y"":""0.778"",""time_stamp"":516},{""pos_x"":""0.552"",""pos_y"":""0.768"",""time_stamp"":533},{""pos_x"":""0.548"",""pos_y"":""0.754"",""time_stamp"":549},{""pos_x"":""0.545"",""pos_y"":""0.746"",""time_stamp"":565},{""pos_x"":""0.540"",""pos_y"":""0.728"",""time_stamp"":583},{""pos_x"":""0.533"",""pos_y"":""0.713"",""time_stamp"":599},{""pos_x"":""0.520"",""pos_y"":""0.682"",""time_stamp"":616},{""pos_x"":""0.513"",""pos_y"":""0.662"",""time_stamp"":633},{""pos_x"":""0.513"",""pos_y"":""0.650"",""time_stamp"":650},{""pos_x"":""0.514"",""pos_y"":""0.640"",""time_stamp"":666},{""pos_x"":""0.523"",""pos_y"":""0.624"",""time_stamp"":683},{""pos_x"":""0.537"",""pos_y"":""0.599"",""time_stamp"":699},{""pos_x"":""0.566"",""pos_y"":""0.556"",""time_stamp"":716},{""pos_x"":""0.594"",""pos_y"":""0.519"",""time_stamp"":732},{""pos_x"":""0.677"",""pos_y"":""0.424"",""time_stamp"":749},{""pos_x"":""0.734"",""pos_y"":""0.360"",""time_stamp"":766},{""pos_x"":""0.774"",""pos_y"":""0.313"",""time_stamp"":783},{""pos_x"":""0.813"",""pos_y"":""0.268"",""time_stamp"":799},{""pos_x"":""0.849"",""pos_y"":""0.222"",""time_stamp"":816},{""pos_x"":""0.890"",""pos_y"":""0.165"",""time_stamp"":833},{""pos_x"":""0.905"",""pos_y"":""0.142"",""time_stamp"":849},{""pos_x"":""0.913"",""pos_y"":""0.121"",""time_stamp"":866},{""pos_x"":""0.923"",""pos_y"":""0.100"",""time_stamp"":883},{""pos_x"":""0.927"",""pos_y"":""0.087"",""time_stamp"":899},{""pos_x"":""0.931"",""pos_y"":""0.076"",""time_stamp"":916},{""pos_x"":""0.934"",""pos_y"":""0.065"",""time_stamp"":933},{""pos_x"":""0.935"",""pos_y"":""0.057"",""time_stamp"":949},{""pos_x"":""0.937"",""pos_y"":""0.053"",""time_stamp"":966},{""pos_x"":""0.938"",""pos_y"":""0.046"",""time_stamp"":982},{""pos_x"":""0.938"",""pos_y"":""0.044"",""time_stamp"":999},{""pos_x"":""0.939"",""pos_y"":""0.042"",""time_stamp"":1016},{""pos_x"":""0.940"",""pos_y"":""0.042"",""time_stamp"":1033},{""pos_x"":""0.940"",""pos_y"":""0.043"",""time_stamp"":1101},{""pos_x"":""0.940"",""pos_y"":""0.043"",""time_stamp"":1109},{""pos_x"":""0.939"",""pos_y"":""0.043"",""time_stamp"":1117},{""pos_x"":""0.938"",""pos_y"":""0.044"",""time_stamp"":1132},{""pos_x"":""0.937"",""pos_y"":""0.049"",""time_stamp"":1149},{""pos_x"":""0.935"",""pos_y"":""0.051"",""time_stamp"":1166},{""pos_x"":""0.934"",""pos_y"":""0.054"",""time_stamp"":1182},{""pos_x"":""0.934"",""pos_y"":""0.056"",""time_stamp"":1199},{""pos_x"":""0.933"",""pos_y"":""0.057"",""time_stamp"":1216},{""pos_x"":""0.932"",""pos_y"":""0.060"",""time_stamp"":1232},{""pos_x"":""0.931"",""pos_y"":""0.061"",""time_stamp"":1249},{""pos_x"":""0.930"",""pos_y"":""0.065"",""time_stamp"":1266},{""pos_x"":""0.929"",""pos_y"":""0.068"",""time_stamp"":1282},{""pos_x"":""0.928"",""pos_y"":""0.071"",""time_stamp"":1299},{""pos_x"":""0.927"",""pos_y"":""0.072"",""time_stamp"":1315},{""pos_x"":""0.927"",""pos_y"":""0.074"",""time_stamp"":1333},{""pos_x"":""0.927"",""pos_y"":""0.074"",""time_stamp"":1379},{""pos_x"":""0.927"",""pos_y"":""0.074"",""time_stamp"":1386},{""pos_x"":""0.927"",""pos_y"":""0.075"",""time_stamp"":1394},{""pos_x"":""0.927"",""pos_y"":""0.075"",""time_stamp"":1492}]",0.492,0.979,0.927,0.075
"3006",7954,16,"md_7hvzty0",46,2,1,3.331,"[{""pos_x"":""0.494"",""pos_y"":""0.968"",""time_stamp"":307},{""pos_x"":""0.494"",""pos_y"":""0.965"",""time_stamp"":315},{""pos_x"":""0.494"",""pos_y"":""0.963"",""time_stamp"":322},{""pos_x"":""0.495"",""pos_y"":""0.957"",""time_stamp"":330},{""pos_x"":""0.495"",""pos_y"":""0.957"",""time_stamp"":343},{""pos_x"":""0.496"",""pos_y"":""0.943"",""time_stamp"":360},{""pos_x"":""0.500"",""pos_y"":""0.921"",""time_stamp"":377},{""pos_x"":""0.504"",""pos_y"":""0.900"",""time_stamp"":394},{""pos_x"":""0.507"",""pos_y"":""0.887"",""time_stamp"":411},{""pos_x"":""0.513"",""pos_y"":""0.861"",""time_stamp"":427},{""pos_x"":""0.530"",""pos_y"":""0.815"",""time_stamp"":444},{""pos_x"":""0.536"",""pos_y"":""0.799"",""time_stamp"":460},{""pos_x"":""0.548"",""pos_y"":""0.765"",""time_stamp"":477},{""pos_x"":""0.556"",""pos_y"":""0.743"",""time_stamp"":493},{""pos_x"":""0.568"",""pos_y"":""0.704"",""time_stamp"":510},{""pos_x"":""0.577"",""pos_y"":""0.679"",""time_stamp"":527},{""pos_x"":""0.584"",""pos_y"":""0.657"",""time_stamp"":544},{""pos_x"":""0.587"",""pos_y"":""0.651"",""time_stamp"":560},{""pos_x"":""0.595"",""pos_y"":""0.635"",""time_stamp"":577},{""pos_x"":""0.603"",""pos_y"":""0.615"",""time_stamp"":593},{""pos_x"":""0.609"",""pos_y"":""0.601"",""time_stamp"":611},{""pos_x"":""0.612"",""pos_y"":""0.596"",""time_stamp"":628},{""pos_x"":""0.615"",""pos_y"":""0.588"",""time_stamp"":644},{""pos_x"":""0.621"",""pos_y"":""0.572"",""time_stamp"":661},{""pos_x"":""0.624"",""pos_y"":""0.567"",""time_stamp"":677},{""pos_x"":""0.629"",""pos_y"":""0.554"",""time_stamp"":693},{""pos_x"":""0.634"",""pos_y"":""0.540"",""time_stamp"":710},{""pos_x"":""0.640"",""pos_y"":""0.524"",""time_stamp"":727},{""pos_x"":""0.645"",""pos_y"":""0.511"",""time_stamp"":744},{""pos_x"":""0.653"",""pos_y"":""0.481"",""time_stamp"":760},{""pos_x"":""0.659"",""pos_y"":""0.461"",""time_stamp"":777},{""pos_x"":""0.662"",""pos_y"":""0.449"",""time_stamp"":793},{""pos_x"":""0.666"",""pos_y"":""0.422"",""time_stamp"":811},{""pos_x"":""0.668"",""pos_y"":""0.406"",""time_stamp"":827},{""pos_x"":""0.668"",""pos_y"":""0.399"",""time_stamp"":844},{""pos_x"":""0.668"",""pos_y"":""0.388"",""time_stamp"":861},{""pos_x"":""0.666"",""pos_y"":""0.382"",""time_stamp"":877},{""pos_x"":""0.658"",""pos_y"":""0.374"",""time_stamp"":894},{""pos_x"":""0.645"",""pos_y"":""0.369"",""time_stamp"":910},{""pos_x"":""0.630"",""pos_y"":""0.369"",""time_stamp"":927},{""pos_x"":""0.615"",""pos_y"":""0.371"",""time_stamp"":944},{""pos_x"":""0.580"",""pos_y"":""0.374"",""time_stamp"":961},{""pos_x"":""0.557"",""pos_y"":""0.374"",""time_stamp"":977},{""pos_x"":""0.541"",""pos_y"":""0.374"",""time_stamp"":994},{""pos_x"":""0.522"",""pos_y"":""0.376"",""time_stamp"":1010},{""pos_x"":""0.512"",""pos_y"":""0.379"",""time_stamp"":1027},{""pos_x"":""0.502"",""pos_y"":""0.388"",""time_stamp"":1043},{""pos_x"":""0.493"",""pos_y"":""0.399"",""time_stamp"":1060},{""pos_x"":""0.481"",""pos_y"":""0.421"",""time_stamp"":1077},{""pos_x"":""0.467"",""pos_y"":""0.449"",""time_stamp"":1094},{""pos_x"":""0.448"",""pos_y"":""0.482"",""time_stamp"":1110},{""pos_x"":""0.438"",""pos_y"":""0.497"",""time_stamp"":1127},{""pos_x"":""0.423"",""pos_y"":""0.514"",""time_stamp"":1143},{""pos_x"":""0.416"",""pos_y"":""0.521"",""time_stamp"":1160},{""pos_x"":""0.401"",""pos_y"":""0.528"",""time_stamp"":1177},{""pos_x"":""0.391"",""pos_y"":""0.529"",""time_stamp"":1193},{""pos_x"":""0.385"",""pos_y"":""0.526"",""time_stamp"":1210},{""pos_x"":""0.377"",""pos_y"":""0.518"",""time_stamp"":1227},{""pos_x"":""0.373"",""pos_y"":""0.510"",""time_stamp"":1243},{""pos_x"":""0.364"",""pos_y"":""0.492"",""time_stamp"":1260},{""pos_x"":""0.360"",""pos_y"":""0.476"",""time_stamp"":1277},{""pos_x"":""0.359"",""pos_y"":""0.463"",""time_stamp"":1293},{""pos_x"":""0.359"",""pos_y"":""0.446"",""time_stamp"":1310},{""pos_x"":""0.359"",""pos_y"":""0.435"",""time_stamp"":1327},{""pos_x"":""0.362"",""pos_y"":""0.421"",""time_stamp"":1343},{""pos_x"":""0.365"",""pos_y"":""0.414"",""time_stamp"":1360},{""pos_x"":""0.368"",""pos_y"":""0.411"",""time_stamp"":1377},{""pos_x"":""0.371"",""pos_y"":""0.407"",""time_stamp"":1394},{""pos_x"":""0.377"",""pos_y"":""0.404"",""time_stamp"":1411},{""pos_x"":""0.382"",""pos_y"":""0.403"",""time_stamp"":1427},{""pos_x"":""0.389"",""pos_y"":""0.403"",""time_stamp"":1444},{""pos_x"":""0.405"",""pos_y"":""0.403"",""time_stamp"":1460},{""pos_x"":""0.423"",""pos_y"":""0.404"",""time_stamp"":1477},{""pos_x"":""0.450"",""pos_y"":""0.411"",""time_stamp"":1494},{""pos_x"":""0.473"",""pos_y"":""0.422"",""time_stamp"":1511},{""pos_x"":""0.501"",""pos_y"":""0.435"",""time_stamp"":1527},{""pos_x"":""0.512"",""pos_y"":""0.442"",""time_stamp"":1544},{""pos_x"":""0.527"",""pos_y"":""0.450"",""time_stamp"":1560},{""pos_x"":""0.541"",""pos_y"":""0.457"",""time_stamp"":1577},{""pos_x"":""0.551"",""pos_y"":""0.461"",""time_stamp"":1594},{""pos_x"":""0.558"",""pos_y"":""0.464"",""time_stamp"":1611},{""pos_x"":""0.566"",""pos_y"":""0.465"",""time_stamp"":1627},{""pos_x"":""0.577"",""pos_y"":""0.467"",""time_stamp"":1643},{""pos_x"":""0.582"",""pos_y"":""0.467"",""time_stamp"":1660},{""pos_x"":""0.587"",""pos_y"":""0.467"",""time_stamp"":1677},{""pos_x"":""0.591"",""pos_y"":""0.465"",""time_stamp"":1693},{""pos_x"":""0.596"",""pos_y"":""0.463"",""time_stamp"":1710},{""pos_x"":""0.610"",""pos_y"":""0.443"",""time_stamp"":1727},{""pos_x"":""0.620"",""pos_y"":""0.424"",""time_stamp"":1744},{""pos_x"":""0.628"",""pos_y"":""0.407"",""time_stamp"":1760},{""pos_x"":""0.636"",""pos_y"":""0.390"",""time_stamp"":1777},{""pos_x"":""0.648"",""pos_y"":""0.360"",""time_stamp"":1793},{""pos_x"":""0.652"",""pos_y"":""0.343"",""time_stamp"":1810},{""pos_x"":""0.655"",""pos_y"":""0.329"",""time_stamp"":1827},{""pos_x"":""0.656"",""pos_y"":""0.315"",""time_stamp"":1844},{""pos_x"":""0.656"",""pos_y"":""0.296"",""time_stamp"":1860},{""pos_x"":""0.652"",""pos_y"":""0.285"",""time_stamp"":1877},{""pos_x"":""0.646"",""pos_y"":""0.276"",""time_stamp"":1893},{""pos_x"":""0.640"",""pos_y"":""0.275"",""time_stamp"":1910},{""pos_x"":""0.634"",""pos_y"":""0.275"",""time_stamp"":1927},{""pos_x"":""0.612"",""pos_y"":""0.276"",""time_stamp"":1943},{""pos_x"":""0.593"",""pos_y"":""0.283"",""time_stamp"":1961},{""pos_x"":""0.577"",""pos_y"":""0.290"",""time_stamp"":1977},{""pos_x"":""0.555"",""pos_y"":""0.304"",""time_stamp"":1994},{""pos_x"":""0.539"",""pos_y"":""0.329"",""time_stamp"":2010},{""pos_x"":""0.537"",""pos_y"":""0.336"",""time_stamp"":2027},{""pos_x"":""0.532"",""pos_y"":""0.361"",""time_stamp"":2043},{""pos_x"":""0.532"",""pos_y"":""0.385"",""time_stamp"":2060},{""pos_x"":""0.533"",""pos_y"":""0.408"",""time_stamp"":2077},{""pos_x"":""0.540"",""pos_y"":""0.431"",""time_stamp"":2093},{""pos_x"":""0.548"",""pos_y"":""0.446"",""time_stamp"":2110},{""pos_x"":""0.558"",""pos_y"":""0.457"",""time_stamp"":2127},{""pos_x"":""0.562"",""pos_y"":""0.460"",""time_stamp"":2143},{""pos_x"":""0.577"",""pos_y"":""0.465"",""time_stamp"":2161},{""pos_x"":""0.585"",""pos_y"":""0.465"",""time_stamp"":2177},{""pos_x"":""0.595"",""pos_y"":""0.463"",""time_stamp"":2194},{""pos_x"":""0.607"",""pos_y"":""0.454"",""time_stamp"":2211},{""pos_x"":""0.620"",""pos_y"":""0.443"",""time_stamp"":2227},{""pos_x"":""0.639"",""pos_y"":""0.422"",""time_stamp"":2244},{""pos_x"":""0.657"",""pos_y"":""0.400"",""time_stamp"":2261},{""pos_x"":""0.673"",""pos_y"":""0.382"",""time_stamp"":2277},{""pos_x"":""0.684"",""pos_y"":""0.369"",""time_stamp"":2293},{""pos_x"":""0.694"",""pos_y"":""0.358"",""time_stamp"":2310},{""pos_x"":""0.698"",""pos_y"":""0.356"",""time_stamp"":2327},{""pos_x"":""0.701"",""pos_y"":""0.351"",""time_stamp"":2344},{""pos_x"":""0.704"",""pos_y"":""0.350"",""time_stamp"":2360},{""pos_x"":""0.705"",""pos_y"":""0.350"",""time_stamp"":2377},{""pos_x"":""0.705"",""pos_y"":""0.351"",""time_stamp"":2408},{""pos_x"":""0.706"",""pos_y"":""0.351"",""time_stamp"":2423},{""pos_x"":""0.707"",""pos_y"":""0.354"",""time_stamp"":2431},{""pos_x"":""0.707"",""pos_y"":""0.354"",""time_stamp"":2444},{""pos_x"":""0.709"",""pos_y"":""0.358"",""time_stamp"":2460},{""pos_x"":""0.710"",""pos_y"":""0.360"",""time_stamp"":2477},{""pos_x"":""0.715"",""pos_y"":""0.360"",""time_stamp"":2494},{""pos_x"":""0.723"",""pos_y"":""0.358"",""time_stamp"":2511},{""pos_x"":""0.729"",""pos_y"":""0.354"",""time_stamp"":2527},{""pos_x"":""0.742"",""pos_y"":""0.340"",""time_stamp"":2544},{""pos_x"":""0.759"",""pos_y"":""0.321"",""time_stamp"":2561},{""pos_x"":""0.766"",""pos_y"":""0.310"",""time_stamp"":2577},{""pos_x"":""0.776"",""pos_y"":""0.296"",""time_stamp"":2594},{""pos_x"":""0.784"",""pos_y"":""0.285"",""time_stamp"":2610},{""pos_x"":""0.790"",""pos_y"":""0.276"",""time_stamp"":2627},{""pos_x"":""0.795"",""pos_y"":""0.267"",""time_stamp"":2644},{""pos_x"":""0.799"",""pos_y"":""0.258"",""time_stamp"":2661},{""pos_x"":""0.805"",""pos_y"":""0.250"",""time_stamp"":2677},{""pos_x"":""0.815"",""pos_y"":""0.231"",""time_stamp"":2694},{""pos_x"":""0.821"",""pos_y"":""0.217"",""time_stamp"":2710},{""pos_x"":""0.827"",""pos_y"":""0.207"",""time_stamp"":2727},{""pos_x"":""0.830"",""pos_y"":""0.201"",""time_stamp"":2744},{""pos_x"":""0.833"",""pos_y"":""0.193"",""time_stamp"":2760},{""pos_x"":""0.839"",""pos_y"":""0.182"",""time_stamp"":2777},{""pos_x"":""0.841"",""pos_y"":""0.179"",""time_stamp"":2793},{""pos_x"":""0.845"",""pos_y"":""0.174"",""time_stamp"":2810},{""pos_x"":""0.848"",""pos_y"":""0.165"",""time_stamp"":2827},{""pos_x"":""0.852"",""pos_y"":""0.158"",""time_stamp"":2843},{""pos_x"":""0.854"",""pos_y"":""0.156"",""time_stamp"":2860},{""pos_x"":""0.855"",""pos_y"":""0.151"",""time_stamp"":2877},{""pos_x"":""0.855"",""pos_y"":""0.151"",""time_stamp"":2894},{""pos_x"":""0.857"",""pos_y"":""0.149"",""time_stamp"":2910},{""pos_x"":""0.859"",""pos_y"":""0.144"",""time_stamp"":2927},{""pos_x"":""0.860"",""pos_y"":""0.143"",""time_stamp"":2943},{""pos_x"":""0.861"",""pos_y"":""0.140"",""time_stamp"":2960},{""pos_x"":""0.862"",""pos_y"":""0.139"",""time_stamp"":2977},{""pos_x"":""0.863"",""pos_y"":""0.138"",""time_stamp"":3008},{""pos_x"":""0.863"",""pos_y"":""0.138"",""time_stamp"":3015},{""pos_x"":""0.863"",""pos_y"":""0.138"",""time_stamp"":3030},{""pos_x"":""0.865"",""pos_y"":""0.136"",""time_stamp"":3046},{""pos_x"":""0.867"",""pos_y"":""0.135"",""time_stamp"":3060},{""pos_x"":""0.870"",""pos_y"":""0.135"",""time_stamp"":3078},{""pos_x"":""0.875"",""pos_y"":""0.132"",""time_stamp"":3094},{""pos_x"":""0.880"",""pos_y"":""0.131"",""time_stamp"":3111},{""pos_x"":""0.885"",""pos_y"":""0.129"",""time_stamp"":3127},{""pos_x"":""0.893"",""pos_y"":""0.126"",""time_stamp"":3144},{""pos_x"":""0.896"",""pos_y"":""0.125"",""time_stamp"":3160},{""pos_x"":""0.899"",""pos_y"":""0.124"",""time_stamp"":3177},{""pos_x"":""0.901"",""pos_y"":""0.124"",""time_stamp"":3193},{""pos_x"":""0.901"",""pos_y"":""0.122"",""time_stamp"":3210}]",0.494,0.968,0.901,0.122
